USER ID,nectar prague,joshua sleep,gallery fiesta,jerome jazz,motif polo,zigzag germany,susan sonar,alamo group,gilbert chicken,history private,pretty pencil,denver giraffe,olympic cosmos,client shake,domino husband,context eric,hamlet orchid,griffin octopus,dallas level,carbon carpet,status tina,nuclear hello,deposit hobby,finland jordan,cubic society,compact album,bank torch,judo taboo,sector matrix,calibre front,gentle visible,soda delta,anvil maestro,digital wisdom,wave baron,peru million,nato kiwi,horse spell,agenda viking,monster erosion,halt comet,clever noise,richard forest,evening cantina,delphi armani,dynamic bonjour,smoke galaxy,local humor,june galileo,academy pepper,dialog inside,sound ibiza,border diet,dragon remark,stock reflex,famous genesis,size africa,ribbon deal,sabrina oregano,admiral price,toronto slang,numeric plasma,quiz mailbox,side kimono,visual fire,climax watch,outside albert,vacuum tourist,axis weekend,snow connect,tribune temple,window pearl,double drink,cliff sherman,nobel road,limbo profile,pretend patriot,helium eternal,jamaica lecture,linda village,wheel berlin,cake visa,algebra small,winter modular,hunter edgar,enjoy reptile,method lotus,spend beatles,billy parlor,ricardo prepare,pandora oval,cabinet state,cecilia raja,memo darwin,enigma recycle,olivia image,world blonde,begin unit,rodeo santana,drum spring
101016,2.376851,0.876906,2.380454,0.121075,0.970423,0.144330,3.867657,0.833418,0.644780,1.307837,2.589103,0.150435,1.343142,0.235033,0.986946,0.352415,1.814845,2.235875,0.740088,1.831889,2.931161,2.762326,0.068036,3.990777,0.168491,0.484945,2.800728,0.472239,2.191883,2.344267,1.004629,2.217535,0.313875,0.896901,0.551510,0.741662,4.291155,0.051383,0.849630,5.132839,0.013981,1.601754,2.927798,1.586969,1.769218,0.496965,0.401337,2.117278,1.869602,0.530731,2.455859,0.884646,0.266090,0.490165,2.080561,0.820115,0.264640,1.158748,2.225919,1.800849,0.010634,1.015830,0.280885,0.262472,0.396337,1.900448,2.937214,3.222533,0.072200,0.753737,2.477998,1.703298,1.096206,3.463464,0.782890,2.051325,2.741770,1.530825,1.317875,0.898270,0.291867,0.402568,2.898079,0.703042,0.359229,1.538746,2.052803,2.757098,1.124266,0.183038,3.552304,0.633130,0.545862,3.760924,0.444041,2.331930,2.499300,0.629308,1.612752,0.322015
101021,0.380142,2.734971,1.444835,1.443393,2.291426,5.241785,0.355288,2.200558,0.486390,0.824160,1.845111,1.042337,0.671651,1.752185,2.655614,1.656977,0.156957,0.714128,1.562958,1.312938,1.926590,1.730589,0.385830,0.630252,2.272512,2.507253,1.191468,1.638877,0.728867,3.116547,0.184772,0.427944,0.814636,0.810519,0.118606,2.181886,2.482379,1.282282,1.255847,0.205088,0.184884,1.988553,1.241437,2.056028,4.554585,0.742425,3.197607,0.179042,0.864293,2.785738,0.056112,1.644467,0.428583,1.157930,0.795951,2.040894,1.404217,0.061560,0.233087,1.357600,0.517449,1.050278,5.299356,0.010127,2.763776,1.674785,0.210325,1.053163,2.257587,1.303394,0.745861,0.716823,2.021528,0.686284,2.037481,0.046113,3.870719,0.088521,2.001039,1.448362,0.873288,0.207221,0.571425,3.365750,1.573025,0.023344,0.654998,2.134836,2.845711,0.373633,0.787882,1.581772,2.672685,1.516079,1.144411,1.984895,1.819392,0.186572,0.026324,0.339088
101022,0.722037,3.409463,1.225953,1.896733,2.044477,5.283608,0.752156,1.216302,0.633719,1.636064,1.555151,1.120604,0.305740,2.146997,2.101730,1.044365,0.821471,0.071686,2.484537,0.823296,1.505848,1.340420,1.000219,0.871889,2.411769,2.260180,1.733974,0.808583,0.926962,3.773705,0.054482,0.749704,0.489033,0.119624,0.409357,2.395791,2.836695,1.756468,0.998063,0.147840,0.013091,2.507841,1.338952,2.042537,4.468479,0.533783,3.585220,0.666077,0.593743,1.991106,1.396231,1.732541,0.827082,0.179050,0.709135,2.434441,1.924153,0.736212,0.103134,0.877368,0.876160,0.318350,4.951368,0.094236,2.488895,1.302599,0.389043,1.679236,2.809469,1.615709,0.897449,0.195237,2.502605,1.223081,1.608495,0.499223,3.514453,0.076870,2.210519,1.995241,0.575086,0.132221,0.137210,4.136731,1.989390,0.083942,0.307215,2.427540,2.830970,0.372299,1.168885,2.743967,3.083725,2.486174,0.778142,2.108184,1.306492,0.040016,0.192021,0.233401
101029,1.582887,3.865695,0.627793,2.026267,1.998320,5.046883,1.181192,0.696514,0.769578,2.965749,1.984901,1.494897,0.609670,2.540470,1.836784,1.313952,1.231449,0.528119,3.328389,0.828203,0.859920,2.270799,0.631031,1.183021,1.533528,2.794926,1.057460,0.530811,0.544876,4.366878,0.429785,0.880907,0.066989,0.544954,0.406996,2.839140,2.412333,1.738875,0.374787,0.726896,0.100778,2.729478,0.996348,2.220972,3.789487,0.631720,3.436817,0.175286,0.685018,1.536200,1.018364,1.725387,1.392551,0.246236,0.221338,1.836158,1.499148,0.712242,0.979403,0.341847,1.031097,0.909798,4.913679,0.364177,2.138421,1.378026,0.151049,1.074309,2.850772,1.488424,0.211077,0.078489,2.487170,1.480566,0.917373,0.009299,3.221067,0.187033,2.179353,2.098303,0.167855,0.242198,0.476968,2.684112,1.622756,0.581394,0.066510,2.809184,2.986698,0.065539,1.771251,1.922267,3.529653,2.391733,1.329302,1.111343,1.689788,0.060576,0.490871,0.195119
101034,3.488318,1.635379,2.340857,0.608231,0.089074,0.705941,5.167936,1.459057,0.683839,0.427935,2.874241,1.134900,2.204312,0.507469,0.179205,0.166949,0.495901,0.970545,2.446204,2.785624,2.702684,3.220413,0.272761,3.113829,0.979552,0.446307,2.821648,0.533203,1.565716,2.722355,0.362522,1.476722,0.608482,0.596584,0.044968,1.385264,4.170326,0.667272,0.127706,6.159020,0.384696,2.622983,2.846312,1.151873,2.918996,0.154102,0.410963,1.183658,1.442905,1.056013,3.538564,0.777757,0.161003,0.815871,1.735012,0.533742,0.639586,0.415152,2.888110,0.893772,0.688239,0.720464,1.189377,0.057882,1.316669,1.139832,3.013470,2.174658,0.043448,0.049707,2.047068,2.820290,0.941114,3.254336,0.824367,1.986064,2.143043,0.994016,1.201658,1.107113,0.064219,1.000033,2.237172,0.386464,0.059337,2.270167,0.854216,2.004077,1.084485,0.908878,1.929575,0.443654,1.108831,3.246550,0.992436,1.720676,2.397001,1.300271,1.306609,0.241714
101039,0.995762,3.685332,1.333167,1.508461,2.201259,4.817175,0.216818,1.609061,1.289114,1.847435,1.916893,1.191953,0.803551,1.304193,2.674565,1.689895,0.182334,0.381510,1.784996,1.197987,0.706394,1.704654,0.419284,0.266913,1.485753,2.676866,0.913959,1.427720,0.481752,2.893941,0.040823,0.032768,0.435312,0.707804,0.496724,2.058685,2.160226,0.560405,1.289836,0.470045,0.012638,2.227065,0.730420,2.327497,4.568711,1.461291,3.075295,0.876834,1.427159,2.230684,0.096744,1.715232,0.428112,0.247090,0.544412,1.137567,1.696194,0.274030,0.007001,1.323976,1.090967,0.718730,4.805327,0.332955,3.513749,1.102303,0.083139,1.373189,2.109184,1.640560,0.181744,1.291560,2.243231,0.985528,1.549951,0.122581,4.054171,0.712593,1.904297,1.353835,1.096325,0.220302,0.072753,2.685425,1.669983,0.407252,1.134385,1.803710,2.597321,0.527314,1.061713,1.799470,3.199867,1.872482,0.589152,1.488038,2.055489,0.237783,0.409047,0.267877
101044,0.856779,2.762069,1.449151,1.795617,2.367375,5.123396,0.686035,2.156427,0.963177,1.365088,2.315981,1.046258,0.542484,1.528002,2.796142,1.828439,0.022768,0.817803,1.431148,1.031275,1.075877,1.468273,0.512611,0.409195,2.267991,2.465608,1.149719,1.766592,0.449374,3.707371,0.308434,0.196985,0.441468,0.137493,0.062885,2.437568,2.558835,1.225098,1.507559,0.461549,0.332563,2.060152,0.979130,2.071659,4.738299,0.463422,3.397188,0.596877,1.777257,2.671548,0.076710,1.142899,0.345618,0.937217,0.741186,1.283597,1.158807,0.038208,0.907173,1.479237,0.662299,0.918768,4.620189,0.251773,3.133758,1.057585,0.648632,1.273202,2.504004,1.278433,0.752178,0.853994,2.514036,1.550728,1.742765,0.411221,4.010706,0.565118,2.228479,1.152309,1.323526,0.021554,0.213605,2.965079,1.776514,0.025878,0.913797,2.160640,2.352588,0.712618,0.140262,2.239685,2.710586,1.519644,1.020705,1.774087,2.004442,0.365480,0.992092,0.187823
101049,2.564602,0.763548,1.820119,0.904470,1.111684,0.160956,3.766995,0.316095,0.606791,1.195925,1.992824,0.258392,2.095594,0.445700,0.626017,0.500018,1.784626,2.151191,0.457953,1.948175,1.622930,3.108652,0.139313,3.661187,0.654951,0.625059,2.506461,0.402223,3.419058,2.753797,1.052451,3.092342,0.193967,1.034956,1.298662,0.679591,4.379486,0.833370,0.390900,4.276447,0.518625,1.960283,3.254453,1.697841,1.830129,0.242556,0.171011,3.083889,1.440586,0.343837,2.446800,0.771537,0.602556,0.750759,1.245010,1.206869,1.155484,0.137256,0.855043,1.805700,0.365257,0.536621,0.113284,0.555831,1.117911,1.143614,2.959207,2.087391,0.027365,0.685701,2.609455,3.053189,0.787693,3.125883,0.953174,1.482027,1.706684,1.228826,1.633039,0.799116,0.139248,0.105400,3.699452,0.195024,0.011476,1.624512,1.524673,2.295598,1.511844,0.244688,3.670078,0.898769,0.590223,3.768606,0.313689,2.651498,1.731623,0.659348,1.078004,0.390541
101053,0.668274,2.997808,1.409591,1.124040,2.114164,5.499796,0.139845,1.569021,0.879519,1.827963,1.900344,1.745912,0.899177,0.929960,2.850057,1.419667,0.445919,0.818201,1.551464,1.392967,1.004860,1.592771,0.165641,0.447224,1.904747,3.056178,1.051310,1.306652,0.817217,3.005197,0.231292,0.236863,1.037129,0.267511,0.354204,2.168652,2.250831,1.109035,1.676405,0.831701,0.328229,2.390093,0.553913,2.450449,4.834319,1.293417,3.613577,0.184686,1.201624,3.066546,0.096841,1.807428,0.847104,0.851455,0.143832,1.242197,1.684133,0.536406,0.224166,1.467399,0.746767,0.605268,4.254104,0.191093,3.084503,1.027240,0.916265,1.812980,2.248387,1.691152,0.364089,0.905647,2.735074,1.588187,1.576952,0.593161,3.690815,0.583110,2.084640,1.776665,0.988985,0.656679,0.093862,3.058806,1.786138,0.128808,0.846966,2.129167,2.769481,0.469458,1.073194,1.901515,2.827927,1.573253,1.320366,1.683147,2.137929,0.706445,0.402795,0.172600
101055,1.578671,3.522992,1.091530,1.902251,2.037259,5.278267,1.119199,0.609457,1.035717,2.759042,1.910211,0.427614,0.427927,2.034116,2.063240,1.915539,1.711599,0.079236,3.058345,0.709139,0.986184,1.527183,0.734451,0.948012,0.776947,2.517389,1.348167,0.593953,0.567314,4.063044,0.545256,0.680488,0.818722,0.807492,0.638830,2.706773,3.107630,1.565561,0.878036,0.627283,0.100670,2.780122,1.304825,1.978817,3.890148,0.206991,3.021275,0.332490,1.346094,1.399192,0.848002,1.698790,0.970857,0.192632,0.096721,0.907929,1.733984,0.019398,1.090950,0.931905,1.871645,0.472313,4.512071,0.450146,1.735667,0.903940,0.559364,1.313823,3.154365,1.784253,0.054443,0.811869,2.215581,1.543322,1.349140,0.615246,2.758741,0.574073,2.080061,1.399356,0.161184,0.092668,1.110131,2.712898,2.197308,0.324075,0.075083,2.649674,2.790864,0.164736,2.060760,2.518477,3.797635,2.374919,0.889607,1.147024,2.418694,0.399051,0.877906,0.376860
101056,2.662744,1.705678,1.726395,0.391761,0.590564,0.434118,4.386090,0.227680,0.627573,0.926224,2.987788,0.669351,2.039058,0.514136,0.922134,0.790428,1.202815,1.692198,1.330430,2.657782,1.788520,3.625926,0.350396,3.292805,0.181273,0.804609,2.240880,0.497144,2.563521,2.748013,0.535394,2.257807,0.703439,0.058954,0.553084,1.053507,4.131482,0.239733,0.270203,5.157633,0.061130,2.215440,2.943986,1.567982,2.421650,0.438320,0.107038,1.714117,1.662744,0.511468,3.002795,0.512873,0.040148,0.229963,1.729734,0.434724,1.069929,0.770243,1.780022,1.406933,0.332409,0.285694,0.821617,0.483684,0.700434,1.308217,2.753790,2.201431,0.291619,0.734937,1.924982,2.413131,1.040677,2.932084,1.480970,2.175526,2.048170,1.147958,1.644118,0.554214,0.022985,0.292461,2.483206,0.474928,0.392787,2.090731,1.435621,2.154262,0.738385,0.314733,2.937324,0.934758,0.525580,3.258620,0.560025,1.892489,2.137729,0.867483,1.968541,0.196113
101062,2.082857,0.838034,1.843062,0.241974,0.852500,0.045865,4.332759,0.145346,1.030620,1.245957,2.495464,0.805760,1.868373,0.780559,0.538121,0.297945,1.117006,2.046465,1.420525,2.139149,2.071037,3.772455,0.515786,3.030736,0.388599,0.320922,2.556636,0.011735,3.232178,2.745524,0.655113,2.478997,0.723286,0.726290,0.984283,0.837666,3.861337,0.970377,0.086159,4.622485,0.371892,1.549439,3.175886,1.178121,1.790135,0.289752,0.162141,2.230662,1.437642,0.081419,2.900453,0.432973,0.606443,0.127977,1.379390,0.541398,1.054887,0.064171,1.519162,1.614262,0.038946,0.680085,0.749833,0.663518,1.617163,1.379060,2.636156,1.992733,0.446133,0.587813,2.502306,3.363582,0.707952,2.588067,1.560757,2.157033,1.553567,0.433332,1.361448,0.835342,0.256443,0.392191,3.188615,0.377673,0.035043,1.537169,0.895016,2.074388,0.909998,0.780141,2.773140,0.715847,0.083510,3.662709,0.431028,2.447494,1.998982,1.175190,1.315968,0.249672
101072,1.958980,0.815949,2.020656,0.703160,1.245511,0.247029,3.897644,0.318694,1.156809,1.695325,2.034396,0.569621,2.281283,0.439175,0.689134,0.338907,1.690357,2.657889,0.448966,2.217283,1.147665,3.263630,0.985055,4.139011,1.076733,0.046830,2.293478,0.716012,3.797485,2.719876,0.958048,2.906665,0.089407,0.614853,1.075742,0.318845,4.183639,0.121281,0.120593,4.546852,0.250409,1.178362,2.819191,1.423633,2.078444,0.062479,0.219384,2.922163,1.524983,0.340988,2.822254,0.598602,0.800637,1.056559,1.332420,1.086432,0.504402,0.504768,1.326136,2.339022,0.401197,0.503957,0.046430,0.723049,0.806627,0.973489,2.318678,2.494827,0.146315,0.541866,2.641166,2.889945,1.129970,2.808022,1.179266,1.976356,1.379598,1.046277,1.837101,1.012414,0.178683,0.150920,4.009141,0.318512,0.206685,0.670188,1.305854,2.430017,1.347341,0.449076,3.426560,0.677122,0.101837,3.824565,0.173949,2.928638,1.807755,0.767824,0.657705,0.522952
101081,0.137077,2.788735,0.673440,1.434050,1.270661,5.720938,0.013644,1.589627,0.047830,1.777685,0.261371,1.111638,0.295982,2.566804,1.921381,1.009326,0.859319,0.662296,2.508116,0.647431,2.418610,1.553499,1.281611,0.609873,2.216497,1.889195,1.388854,0.552740,1.656125,4.141529,0.498536,0.146074,0.405766,0.420947,0.447777,2.474984,2.090693,2.425062,0.790218,0.279739,0.172478,2.896349,1.800240,2.453619,3.489276,0.647105,3.050065,0.510542,0.813874,2.128373,0.900026,1.802717,0.181343,0.954299,1.460882,4.125282,1.756406,1.140881,0.695766,0.709129,0.423354,0.848675,5.233647,0.190236,1.324606,1.942586,0.184462,1.118506,2.849894,1.562083,0.675429,0.674925,2.022462,1.905406,1.736551,0.705976,2.376760,0.573696,1.485942,1.664766,0.905430,0.179569,0.713705,4.082300,2.306888,0.345297,0.575112,2.365923,2.858428,0.090457,1.520827,2.098789,2.842443,2.188262,1.344650,2.470731,1.768914,0.203567,0.056071,0.869953
101083,2.591193,0.123808,0.530539,0.045092,1.044617,1.127391,3.067943,1.904522,3.114358,4.297531,1.606809,1.201426,2.669368,0.713240,3.886480,2.869714,2.984724,0.183486,0.601879,2.436935,0.648549,1.809631,2.189583,3.687795,1.840300,0.044669,3.553207,1.515163,0.660985,0.380557,1.074630,0.330022,0.976445,0.563615,0.651320,1.704156,0.297695,2.774774,0.937847,0.858976,1.070207,1.638859,0.788168,0.759687,0.954712,1.457298,1.587774,1.027521,2.002215,4.004159,0.732142,0.902603,0.813257,3.537306,0.158408,2.998866,0.039864,1.228574,0.575446,0.563323,1.857006,0.022722,3.135116,3.394268,0.292471,1.200447,1.061105,2.982565,2.482247,1.201359,4.314108,1.450529,1.551606,1.669222,1.138119,1.926803,0.638043,0.703291,0.644410,1.296798,0.401832,2.144851,1.328881,2.355094,1.615733,2.193452,0.373892,2.907149,0.404975,0.182551,0.820558,0.396453,1.609299,0.444168,1.785472,2.182332,0.116292,1.005191,0.804174,0.920400
