,USER_ID,alaska basil,alcohol future,alice ticket,alien potato,asia jacket,aztec iris,balance hostel,betty today,boston house,bronze sweden,bundle forget,cairo monarch,choice copy,cinema complex,cipher empty,cockpit circle,comedy clean,daniel global,degree forever,diana chariot,diesel jason,diploma vocal,epoxy insect,explain heaven,flame street,fractal heart,fresh shave,frozen command,gelatin prime,glass alpine,good info,gossip cotton,hand inca,harbor moral,helena poncho,henry distant,invent topic,judge sunday,july miami,kermit desert,leonid antenna,lesson switch,lexicon ingrid,liquid baggage,logic channel,loyal jungle,master nobody,medusa cuba,mercy chaos,mineral barcode,moment seminar,motel marvin,neptune before,ninja saga,north speed,nurse october,office triton,pardon thomas,parody athena,pegasus respond,percent edison,plume cowboy,provide flex,reverse royal,rider shine,sabine emotion,saint texas,salon pulse,scale phone,season arthur,segment meter,senator ozone,serial organic,shannon resume,sheriff java,silk gizmo,silver plate,similar malta,siren junior,solid express,spray karma,stella micro,stop door,sushi import,tarzan juliet,telecom pluto,textile strange,theory france,torso cricket,tower fantasy,trivial neon,tuna relax,tunnel nerve,turtle pierre,update vibrate,vampire teacher,ventura next,vodka bahama,volume pasta,zero nikita
27,101105,8.0,-0.4644026791727583,0.7748330671187887,7.826520917028582,6.0,1.7537944480029495,6.926803733153808,-0.4158665872714967,9.0,6.970312272495658,7.851416903285717,-0.06476209245606948,4.0,4.966382871246863,6.0,10.035900126106137,7.0,8.0,5.912805876560356,2.2106158574958754,-0.5568682628900945,7.0,9.299288931408043,5.520488834955831,1.2577760687269057,4.0,2.0,1.0,8.0,2.0,4.12761244915258,4.0,6.350226350045128,3.21318917392241,7.0,0.9178744714302803,8.228868656520264,9.0,0.7861532132741001,6.15008887914729,3.0,1.0,9.0,1.1618746537924336,8.0,4.24203797733033,5.0,6.57329900574949,8.0,0.0,4.474015772544031,5.858278985912158,1.0,1.0,9.592472258104792,4.0,9.50711979824776,5.469015861297103,3.4922483311790344,5.7386734911476855,3.939712201054695,10.50550876232754,0.0,2.647147318706837,8.439514790823306,0.027286793558464837,1.0,3.814404119256512,6.0,8.0,7.0,7.0,8.795197675553306,6.190382723965551,4.0,8.710671706680623,1.9001075585879752,-0.23769917861191558,9.035551766193505,9.0,-0.02124198478269616,1.266101491692317,7.0,8.545091144036826,5.0,7.236766508159209,1.0,4.8901671389792245,1.5726045446001495,7.0,9.0,8.0,3.4925789061500163,0.0,5.340062422735962,0.4789480791564945,8.735953402569201,10.0,2.0,1.0
29,101122,8.0,1.2874425529444435,2.0,7.0,5.0,2.5579609439526565,6.890752829487988,0.8133299327767981,8.0,7.0,9.0,0.7861085303384575,4.209908794878021,2.7414123711465135,4.431006264352404,9.0,5.2642541717124205,8.264497874041416,5.0,3.4763040991480096,2.3079170561487654,4.0,8.0,7.0,2.4302022664870333,7.0,3.0,3.556951648061921,5.0,6.74323069884097,6.0,4.5053988286840925,8.91692107041173,4.0,9.0,2.0,6.898393619622127,6.987533717061368,1.6144344928306087,7.958219205943195,2.2020862436988233,0.0,8.14426699386649,2.065297792399199,3.0,6.0,5.0,5.0,8.756510006754082,3.2982070535364336,7.306366206523626,7.39695833024489,2.807657219779904,1.4290493716878188,9.0,5.0,7.891775353761951,4.0,0.6569721588278645,3.0,5.733944103673277,9.0,2.0,0.7586724170054785,9.0,4.004709741530218,1.0,2.4433686351038095,8.0,7.0,7.494915292911846,6.0,6.5374045179810905,6.0,8.0,8.897889747259185,2.051389989569101,3.135136421159297,8.0,7.0,3.0,1.0,3.173011339447517,7.866026318388909,5.685126556125712,7.312237530136595,1.6297452252305815,7.0,6.0,5.400109597232297,6.563726253044931,6.0,6.421310448695458,2.8970544149719957,2.6986273700540235,3.414059822386306,6.0,6.693951987875907,1.56235540018668,3.0
31,101130,6.244607358299387,5.072103725398881,5.3961749095332365,5.0,3.4272017654963496,4.0,6.0,4.0,7.0,6.330746202065242,8.305779808538595,3.0890524881661574,5.9300454067965225,2.668929772600757,4.194013359435181,8.0,4.658427706963394,7.0,5.0,5.0,6.255860515229495,1.160373947408999,5.0,8.625194915445372,5.323108849491292,8.328860534675,5.405051434827594,4.0,3.0,8.0,6.906808651390409,5.0,9.0,7.0,9.0,4.023724127537966,5.392155702726886,3.9122969168062736,5.0,7.426825521993283,3.069338735167364,1.0,7.0,4.0,1.817103225860039,6.0,5.980479578604749,3.5329915762624355,8.0,8.0,8.29801191698537,8.0,6.0,2.70996549167801,6.180329084575534,6.0,5.0,3.0,1.5026579988160433,3.1787931835040997,6.0,7.0,6.266261676315126,1.4559719200760806,7.916433696159962,7.83492958890516,3.060076552973269,4.0,8.239923025731935,5.0,6.0,4.0,4.128388593882003,5.0,9.022634361211907,6.95691077441582,4.248698857334803,8.0,6.0,4.0,5.322435960641857,3.9165964681191077,1.7054814405178351,6.0,6.0,8.0,3.6564041347158587,6.321268643457456,8.303319734787264,4.0,4.289189246136603,5.0,7.94580591509896,8.0,1.6197718830413415,5.0,3.0,2.4036225991591644,2.0,5.0
36,101158,6.0,3.9163447066065804,4.467718171731438,5.0,5.230392932908608,4.0,6.0,4.206537769573482,4.541728216836122,6.712618399476636,6.0,3.0,4.501084999581773,4.711250227069739,4.655063293907629,6.0,5.478327779411143,6.0,5.0,5.0,3.793542946500236,5.80637652091008,5.2765216847789285,4.0,5.0,5.0,5.0,4.0,6.001040787727911,4.0,5.082006519985842,5.0,5.632025012714895,4.980720390575525,5.575552273660485,5.0,6.0,5.967271475952867,4.296104907833966,5.328882646590809,4.021600548526697,3.1465623739402613,5.042041309564708,4.092803339727657,6.0,5.230122336072334,4.0,5.0,5.620134321867805,3.7287811313474024,5.168626801442473,5.0,4.49034499160769,4.303633550814433,5.938114090638114,5.0,6.533769913190526,5.4058799535086175,3.9699366816311175,5.0,5.754166232084462,6.0,4.0,3.607102499621061,5.844110402458756,5.0,4.0,6.0,4.750809595918667,5.0,5.0,4.0,6.030873804353156,5.0,4.75106111560379,5.0,5.433052152694295,4.0,5.061708182737053,5.0,5.0,5.052271596938693,5.411638793711781,5.0,5.0,6.0,5.493362610689141,5.255351926992073,5.0,4.763253459181881,6.0,5.5224255203901675,4.452998623319535,3.0441493144843137,5.529036701520621,5.0,7.128410036896796,6.0,4.943840141725437,4.700329811724639
37,101166,4.0,3.0,5.0,6.194134610095725,6.147672721013313,4.0,4.350517786895789,3.0,7.039343848079036,4.0,4.769200461803752,4.907636578685565,4.669134575596416,5.669415829933554,5.518673062682739,5.844021703141533,6.0,4.398189280239343,6.0,4.4576073466461565,1.7218518182493798,5.875402424135492,6.144917728471358,5.007303750080873,4.0,3.9783383382335415,4.101190002640017,3.3736431906937137,5.6731071845102905,3.0,3.7040807032519205,4.290299723381381,4.708214657635474,4.0,3.6319005229770123,3.0990163946340057,5.0,7.0,4.237742854449764,5.0,5.220428628148248,5.0,6.0,4.0,7.0,4.24888880832668,6.0,6.0,5.393308826827026,3.058138389846139,3.3963038923973383,6.0,3.685106216759771,4.781011846737273,6.0,4.0,5.0,4.0,6.0,6.0,3.0,6.093194718111289,3.4819579821293036,5.405338780204825,5.0,3.0,5.515684427592555,4.0074874150875015,5.0,7.050125675052415,5.110123413293682,7.0,6.0,4.0,4.0,6.0,4.0,2.178187255196729,7.0,7.0,2.613143735414435,4.6806417317261175,6.069885656077285,5.777314514274352,4.168424273970406,4.392287074986538,4.40077186492513,4.013416771642882,2.6741434692687758,6.526563590718705,6.362422843958577,6.0,3.8739812516780865,3.0,6.0,2.0,6.0,7.883650471232194,4.09958999418223,3.0
38,101168,7.0,7.0,4.912681049315845,4.742322393495195,1.9330417411246934,4.30178222061419,7.0,4.111894043099294,6.0,7.335251857603218,9.670616841151455,1.64966175402335,6.075751146687061,2.0,3.8134515795573636,8.0,3.0,8.0,5.0,7.367425663370161,8.596513854000317,0.45099802880061857,3.8194981163192865,9.210249116302915,6.0,9.513231936953357,6.0,6.0,1.3315718575535094,9.676716849490022,7.342671610783905,5.0,10.0,7.0,9.126113807967135,4.388396705802231,5.0,2.3209454189093406,4.882379594886634,7.853349720420571,3.0,0.0,8.0,5.724548534948143,1.0,7.0,5.695492698284723,1.9084927190774765,9.0,9.0,8.99770262332071,7.943656532308116,7.0,1.0,5.79273713379764,6.0,3.0,2.0,1.0159972227225402,1.0,8.0,6.690089987063842,7.0,0.4953596155552247,8.839867186958063,10.237075751321694,1.0,3.577365274984831,9.0,4.0,7.308932062926796,1.8201544541208872,2.8945817159293377,6.0,9.173982867828268,8.072748270097813,4.228676844009532,9.0,5.0336251935668015,3.027914538686235,7.0,3.3188583969087087,1.0,6.3688541090417425,6.321502901413319,8.0,3.201900809805779,7.0,10.0,4.0,3.0,3.0,8.543028277284696,9.0,0.8130036429942881,7.936819293817262,2.0,0.0,1.0,7.0
41,101181,8.084825041833197,5.0,4.758829401640924,5.013636591033024,2.6641040062233725,4.0,8.0,3.1970023760990944,5.0,8.624821203279389,9.515269985701556,1.0,5.0,2.0,3.303480353056074,8.0,3.5906395614324556,8.96187040648096,5.0,6.0,7.0,2.0,5.0,8.23181651937675,5.032330702575219,9.0,4.549951972593449,6.0,3.0,9.727785819370494,7.0,5.0,10.303674107774542,4.9365850263628035,10.0,4.0,5.0,3.72853691025015,2.0,8.0,2.0,0.0,7.0,5.306765476089899,1.0,7.431243920469977,4.601934642892324,2.0,8.657482631636459,6.741298532770428,9.0,8.0,6.078099126971005,1.903049466325913,6.814849575086048,4.391241328334062,5.009203630073051,2.518947585044668,0.2353204298711132,2.0,8.0,6.559244689152067,6.962951988693144,1.0,9.00598607103187,9.0,0.2803751391133292,3.241417474623231,8.0,4.0,8.0,3.0,3.0,6.265252678595441,9.44000114291293,8.552286408812229,3.51641251723176,8.0,5.0,4.183582470190466,7.0,3.0,1.041993531023177,6.683175513312574,6.0,7.8388566845921295,2.0,7.0,10.0,4.671015342336323,3.6351367300908675,3.0,8.0,8.0,2.0,7.034958852542577,3.0,2.081009636284533,1.6528946190920881,6.375070845545043
42,101184,2.0,6.0,5.771757132362185,4.0,6.5506684961937,6.962077519344032,3.0,8.0,4.095484297642357,3.5623224277306944,0.6565051387174063,8.268272776599073,4.885860113498157,8.0,6.0,2.0,6.453508014467627,1.3853642140879605,5.0,5.408535261685756,4.0,7.982822999980668,4.614507178440202,2.0,6.0,2.0,5.669402477961269,4.0,6.3568268037320514,1.0,3.0,5.225950206436867,0.6212049287007086,4.345338413816066,0.0,6.0,4.40695691681344,6.6024909067880175,7.5962029135894005,1.7262368503641234,7.37944704551709,10.180423636817428,3.426262507298029,6.0,7.717337598283159,3.0,5.0,6.0,1.4563416592540948,4.1478157025388045,1.4557370179577966,1.196160872082613,5.0,8.0,3.0,4.0,4.0,7.253212983608353,9.0,8.550770987848214,3.0,2.7778106041286525,6.0588032333490185,8.968309261531692,2.0,3.0666848045055612,9.0,7.0,2.0,5.550169390311664,3.0879222270342876,6.040980351327608,6.110884235571107,4.0,1.0,1.0,6.8197808694942434,3.7955989394739396,4.307909602669288,6.1032755825256215,4.753750312371991,7.638061532214055,8.0,3.02061763637571,3.877680219625568,3.0,8.0,3.0,1.0,6.075829893604323,5.634500999167611,6.161698217399594,2.389129379979274,3.0,8.007088703768932,4.0,6.519477333804008,8.0,8.259569485073596,6.0
43,101187,2.2512451980385513,2.9961952758001376,3.7996268769876607,6.54304911701504,8.518725983691976,4.884571919247835,2.453670484560385,3.0,6.2636996745885565,3.152150854326107,1.0,7.0,3.4404932372080532,8.0,6.0,2.0,7.603882169548891,1.0,6.0,3.2093192295204664,0.0,10.223168780760608,8.0,0.3390053854525551,2.0,0.0,2.0,2.6011654448677115,8.30415908578474,-0.9775061843123336,2.0,3.9081726400781283,0.0,1.6075917559739958,-1.2123415510933782,3.611494833856194,4.0,10.0,4.858579561262177,1.0,7.344298836600615,8.798973878096268,5.112138227906474,5.0,9.0,2.0,5.0,8.31755746879182,1.2403186832110957,0.0,-0.9301495078648823,1.0892775838717645,1.0,8.0,6.0,2.605552230042083,5.987437464819773,8.0,10.140438866528127,9.685858040509636,2.0,5.335797875063637,2.0,10.0,2.7138634068692653,-1.2964958388144134,7.922908385410787,4.811210561849064,0.9418690536851323,8.0,4.0,8.827511052350554,7.91982147459837,4.0,-1.300307630979461,3.0,4.0,-0.5719281657733472,6.471530019756063,9.0,2.0,5.278938829268327,10.172947240211826,5.0,2.0,1.0,5.7568055877840125,2.0,-1.8512215633270452,7.633422755154838,7.0,8.076687636407925,1.0,-1.0071873355908958,9.0,1.0,8.304865360661523,11.121786311215741,8.0,2.300715707015399
48,101213,3.0,7.0,7.871763458388672,3.173714636180427,5.205448052741124,6.0,4.0,7.109791073687482,2.9987194011436293,4.0,4.196419126494614,6.378776592550699,6.0,5.0,4.300764490869488,3.0,5.0,4.0,5.405756234772468,6.64038835250872,7.0,4.0,1.9816571800076261,5.0,7.0,6.0,7.0,5.0,4.0,4.750266262280173,5.029474016322685,5.0,4.0,7.0,3.0,7.138492870660897,3.4607528736921824,3.5407280581000045,7.433827732643513,4.0,6.0,4.797856681919815,3.0,5.0,5.0,5.0,4.672935832685064,4.697860302020824,4.947241837793527,7.167563407585065,5.0277667972159765,5.0,7.0,7.0,3.0,4.685095737421082,3.0,4.374135120414153,5.381286792171789,5.9830443008910805,5.0,2.078014899680298,7.0,6.0,3.0,7.0,7.0,6.0,4.3271012752812545,3.0,3.0,4.295723579443994,4.0,3.687909390458775,6.0,2.5965871482757157,7.0,7.0,3.2693360116302244,3.4196488326382797,6.729894731995384,8.0,4.617342979311163,3.0,6.0,4.270735765905829,7.0,4.3322891817619595,6.0,4.0,4.0,4.0,5.0,6.229131341144491,4.836337341339378,7.071773055795252,4.0,3.1623113701601895,6.0,7.038357624065815
