USER ID,PRODUCT,RATING
100986,degree forever,2
100986,segment meter,5
100986,asia jacket,0
100986,parody athena,6
100986,torso cricket,1
100986,tower fantasy,9
100986,stop door,5
100986,theory france,3
100986,tunnel nerve,5
100986,reverse royal,1
100986,plume cowboy,9
100986,henry distant,1
100986,alcohol future,8
100986,gelatin prime,3
100986,betty today,8
100993,spray karma,6
100993,sushi import,6
100993,mineral barcode,5
100993,cinema complex,3
100993,north speed,3
100993,sheriff java,5
100993,harbor moral,3
100993,kermit desert,3
100993,diesel jason,6
100993,rider shine,4
100993,tarzan juliet,8
100993,hand inca,4
100993,bundle forget,4
100993,textile strange,6
100993,epoxy insect,3
100993,bronze sweden,5
100993,scale phone,5
100993,cockpit circle,6
100993,season arthur,3
100993,boston house,3
100993,explain heaven,5
100993,frozen command,6
100993,silk gizmo,6
100993,lesson switch,3
100993,cairo monarch,2
100993,pegasus respond,7
100993,sabine emotion,4
100993,pardon thomas,5
100993,master nobody,8
100993,tuna relax,4
100993,senator ozone,4
100993,office triton,5
100993,lexicon ingrid,5
100993,vodka bahama,5
100993,salon pulse,5
100993,july miami,4
100993,degree forever,6
100993,aztec iris,5
100993,asia jacket,7
100993,judge sunday,7
100993,mercy chaos,5
100993,medusa cuba,5
100993,theory france,7
100993,tunnel nerve,4
100993,plume cowboy,7
100993,henry distant,2
100993,moment seminar,6
100993,ventura next,6
100993,gelatin prime,7
100993,solid express,5
101001,spray karma,8
101001,helena poncho,0
101001,sushi import,1
101001,stella micro,10
101001,volume pasta,9
101001,gossip cotton,6
101001,diana chariot,7
101001,cinema complex,7
101001,north speed,1
101001,sheriff java,2
101001,harbor moral,8
101001,vampire teacher,9
101001,update vibrate,8
101001,cipher empty,5
101001,diploma vocal,7
101001,diesel jason,8
101001,tarzan juliet,6
101001,epoxy insect,1
101001,bronze sweden,2
101001,scale phone,1
101001,telecom pluto,3
101001,season arthur,2
101001,boston house,1
101001,frozen command,6
101001,saint texas,10
101001,invent topic,2
101001,choice copy,6
101001,pegasus respond,8
101001,sabine emotion,7
101001,master nobody,4
101001,good info,4
101001,logic channel,8
101001,office triton,2
101001,motel marvin,2
101001,vodka bahama,2
101001,zero nikita,8
101001,glass alpine,1
101001,july miami,10
101001,degree forever,5
101001,aztec iris,8
101001,alien potato,2
101001,parody athena,9
101001,judge sunday,2
101001,ninja saga,9
101001,mercy chaos,1
101001,stop door,7
101001,theory france,2
101001,percent edison,3
101001,leonid antenna,8
101001,comedy clean,6
101001,plume cowboy,0
101001,henry distant,9
101001,solid express,2
101010,sushi import,6
101010,stella micro,7
101010,balance hostel,4
101010,volume pasta,1
101010,diana chariot,8
101010,mineral barcode,6
101010,cinema complex,3
101010,siren junior,4
101010,sheriff java,5
101010,harbor moral,1
101010,vampire teacher,3
101010,cipher empty,2
101010,diesel jason,2
101010,tarzan juliet,3
101010,hand inca,5
101010,provide flex,7
101010,bronze sweden,6
101010,scale phone,5
101010,cockpit circle,2
101010,explain heaven,3
101010,frozen command,9
101010,lesson switch,4
101010,cairo monarch,7
101010,fractal heart,1
101010,choice copy,3
101010,neptune before,6
101010,similar malta,5
101010,sabine emotion,5
101010,tuna relax,1
101010,good info,4
101010,logic channel,2
101010,office triton,2
101010,lexicon ingrid,5
101010,glass alpine,8
101010,july miami,1
101010,segment meter,6
101010,asia jacket,9
101010,alien potato,5
101010,parody athena,7
101010,shannon resume,4
101010,torso cricket,7
101010,medusa cuba,3
101010,theory france,5
101010,alaska basil,2
101010,comedy clean,5
101010,reverse royal,9
101010,plume cowboy,2
101010,alcohol future,6
101010,gelatin prime,4
101010,betty today,3
101010,solid express,7
101013,sushi import,7
101013,volume pasta,1
101013,mineral barcode,6
101013,north speed,4
101013,flame street,5
101013,kermit desert,3
101013,diesel jason,3
101013,tarzan juliet,2
101013,bundle forget,8
101013,turtle pierre,6
101013,boston house,7
101013,explain heaven,7
101013,silk gizmo,8
101013,lesson switch,5
101013,saint texas,4
101013,daniel global,2
101013,fractal heart,4
101013,alice ticket,8
101013,pegasus respond,6
101013,neptune before,7
101013,loyal jungle,4
101013,tuna relax,2
101013,logic channel,4
101013,lexicon ingrid,8
101013,vodka bahama,2
101013,salon pulse,2
101013,segment meter,6
101013,alien potato,7
101013,tower fantasy,8
101013,ninja saga,5
101013,mercy chaos,5
101013,medusa cuba,2
101013,theory france,2
101013,alaska basil,1
101013,percent edison,2
101013,leonid antenna,6
101013,comedy clean,7
101013,reverse royal,8
101013,plume cowboy,6
101013,henry distant,1
101013,moment seminar,1
101013,alcohol future,7
101013,betty today,4
101013,solid express,9
101016,spray karma,1
101016,balance hostel,4
101016,volume pasta,6
101016,gossip cotton,4
101016,diana chariot,8
101016,mineral barcode,1
101016,fresh shave,2
101016,siren junior,5
101016,north speed,8
101016,sheriff java,4
101016,flame street,1
101016,vampire teacher,8
101016,update vibrate,9
101016,diploma vocal,3
101016,diesel jason,2
101016,hand inca,7
101016,bundle forget,2
101016,textile strange,4
101016,scale phone,7
101016,telecom pluto,6
101016,boston house,1
101016,explain heaven,1
101016,frozen command,6
101016,lesson switch,1
101016,saint texas,8
101016,invent topic,0
101016,fractal heart,9
101016,choice copy,3
101016,similar malta,8
101016,sabine emotion,7
101016,loyal jungle,7
101016,master nobody,4
101016,good info,5
101016,lexicon ingrid,10
101016,vodka bahama,10
101016,salon pulse,3
101016,zero nikita,7
101016,degree forever,4
101016,parody athena,7
101016,torso cricket,5
101016,mercy chaos,5
101016,medusa cuba,4
101016,stop door,5
101016,alaska basil,7
101016,percent edison,5
101016,comedy clean,1
101016,tunnel nerve,6
101016,plume cowboy,1
101016,ventura next,7
101016,alcohol future,3
101016,solid express,10
101021,helena poncho,0
101021,sushi import,5
101021,volume pasta,8
101021,diana chariot,3
101021,fresh shave,3
101021,cinema complex,9
101021,siren junior,7
101021,sheriff java,0
101021,harbor moral,2
101021,vampire teacher,0
101021,update vibrate,9
101021,kermit desert,1
101021,diploma vocal,10
101021,diesel jason,0
101021,rider shine,2
101021,hand inca,0
101021,bundle forget,0
101021,provide flex,2
101021,scale phone,1
101021,cockpit circle,2
101021,season arthur,8
101021,explain heaven,1
101021,daniel global,1
101021,fractal heart,0
101021,alice ticket,4
101021,pegasus respond,9
101021,neptune before,2
101021,similar malta,0
101021,loyal jungle,2
101021,master nobody,6
101021,liquid baggage,5
101021,vodka bahama,10
101021,zero nikita,2
101021,glass alpine,0
101021,aztec iris,6
101021,alien potato,7
101021,parody athena,10
101021,shannon resume,4
101021,judge sunday,10
101021,torso cricket,0
101021,tower fantasy,8
101021,stop door,10
101021,silver plate,4
101021,leonid antenna,8
101021,comedy clean,7
101021,reverse royal,10
101021,henry distant,4
101021,moment seminar,0
101021,ventura next,8
101021,gelatin prime,9
101022,nurse october,6
101022,sushi import,5
101022,mineral barcode,7
101022,siren junior,4
101022,north speed,4
101022,sheriff java,7
101022,harbor moral,6
101022,vampire teacher,7
101022,update vibrate,3
101022,kermit desert,6
101022,diesel jason,7
101022,tarzan juliet,5
101022,turtle pierre,7
101022,textile strange,5
101022,season arthur,4
101022,silk gizmo,5
101022,pegasus respond,4
101022,neptune before,6
101022,sabine emotion,8
101022,pardon thomas,4
101022,loyal jungle,6
101022,liquid baggage,6
101022,good info,6
101022,logic channel,3
101022,office triton,4
101022,motel marvin,6
101022,vodka bahama,3
101022,salon pulse,5
101022,july miami,6
101022,degree forever,5
101022,aztec iris,5
101022,asia jacket,3
101022,parody athena,3
101022,judge sunday,3
101022,torso cricket,8
101022,theory france,6
101022,percent edison,6
101022,comedy clean,4
101022,tunnel nerve,6
101022,reverse royal,3
101022,plume cowboy,4
101022,moment seminar,7
101022,gelatin prime,4
101029,spray karma,6
101029,sushi import,2
101029,stella micro,9
101029,diana chariot,5
101029,cinema complex,8
101029,sheriff java,0
101029,harbor moral,4
101029,update vibrate,9
101029,kermit desert,1
101029,diploma vocal,9
101029,diesel jason,4
101029,rider shine,1
101029,hand inca,0
101029,bundle forget,0
101029,turtle pierre,3
101029,textile strange,9
101029,provide flex,7
101029,season arthur,4
101029,explain heaven,1
101029,frozen command,6
101029,saint texas,10
101029,daniel global,0
101029,invent topic,3
101029,alice ticket,8
101029,choice copy,5
101029,similar malta,3
101029,sabine emotion,2
101029,loyal jungle,3
101029,trivial neon,5
101029,tuna relax,5
101029,senator ozone,7
101029,good info,2
101029,logic channel,9
101029,office triton,3
101029,lexicon ingrid,1
101029,vodka bahama,8
101029,glass alpine,1
101029,degree forever,5
101029,aztec iris,8
101029,segment meter,2
101029,parody athena,10
101029,tower fantasy,5
101029,ninja saga,9
101029,stop door,9
101029,theory france,2
101029,silver plate,8
101029,percent edison,2
101029,leonid antenna,8
101029,comedy clean,7
101029,serial organic,5
101029,reverse royal,10
101029,ventura next,6
101029,alcohol future,8
101029,solid express,5
101034,spray karma,9
101034,helena poncho,1
101034,sushi import,5
101034,stella micro,5
101034,volume pasta,8
101034,gossip cotton,6
101034,diana chariot,5
101034,mineral barcode,9
101034,fresh shave,8
101034,cinema complex,1
101034,siren junior,8
101034,north speed,1
101034,flame street,8
101034,update vibrate,6
101034,cipher empty,7
101034,tarzan juliet,10
101034,hand inca,4
101034,bundle forget,3
101034,provide flex,5
101034,bronze sweden,2
101034,scale phone,4
101034,cockpit circle,7
101034,season arthur,1
101034,frozen command,8
101034,daniel global,8
101034,fractal heart,1
101034,alice ticket,0
101034,pegasus respond,7
101034,similar malta,4
101034,master nobody,10
101034,trivial neon,9
101034,tuna relax,0
101034,senator ozone,1
101034,zero nikita,8
101034,aztec iris,4
101034,parody athena,8
101034,shannon resume,6
101034,judge sunday,7
101034,ninja saga,9
101034,mercy chaos,7
101034,medusa cuba,6
101034,theory france,9
101034,alaska basil,4
101034,leonid antenna,9
101034,serial organic,3
101034,reverse royal,10
101034,henry distant,1
101034,moment seminar,9
101034,alcohol future,2
101034,gelatin prime,8
101039,spray karma,2
101039,helena poncho,0
101039,sushi import,5
101039,stella micro,8
101039,gossip cotton,4
101039,diana chariot,4
101039,mineral barcode,1
101039,cinema complex,9
101039,siren junior,5
101039,sheriff java,0
101039,harbor moral,2
101039,flame street,3
101039,cipher empty,6
101039,kermit desert,1
101039,diploma vocal,10
101039,epoxy insect,8
101039,bronze sweden,4
101039,telecom pluto,1
101039,boston house,5
101039,frozen command,3
101039,silk gizmo,1
101039,lesson switch,10
101039,cairo monarch,7
101039,daniel global,1
101039,invent topic,4
101039,alice ticket,5
101039,similar malta,1
101039,trivial neon,7
101039,liquid baggage,6
101039,senator ozone,7
101039,good info,1
101039,logic channel,10
101039,office triton,5
101039,motel marvin,1
101039,vodka bahama,10
101039,salon pulse,6
101039,zero nikita,4
101039,glass alpine,0
101039,degree forever,6
101039,aztec iris,5
101039,segment meter,4
101039,asia jacket,8
101039,parody athena,10
101039,shannon resume,4
101039,judge sunday,10
101039,torso cricket,0
101039,ninja saga,9
101039,mercy chaos,1
101039,medusa cuba,7
101039,theory france,2
101039,percent edison,2
101039,comedy clean,8
101039,tunnel nerve,1
101039,henry distant,5
101039,moment seminar,0
101039,ventura next,7
101039,gelatin prime,8
101039,betty today,5
101039,solid express,9
101044,spray karma,2
101044,helena poncho,8
101044,stella micro,1
101044,balance hostel,7
101044,volume pasta,3
101044,gossip cotton,4
101044,diana chariot,3
101044,mineral barcode,2
101044,north speed,8
101044,sheriff java,5
101044,flame street,3
101044,cipher empty,6
101044,diploma vocal,5
101044,diesel jason,2
101044,rider shine,8
101044,tarzan juliet,4
101044,hand inca,8
101044,bundle forget,9
101044,textile strange,1
101044,provide flex,2
101044,telecom pluto,8
101044,cockpit circle,9
101044,season arthur,8
101044,boston house,8
101044,explain heaven,7
101044,frozen command,2
101044,lesson switch,1
101044,cairo monarch,1
101044,daniel global,8
101044,invent topic,7
101044,choice copy,5
101044,pegasus respond,4
101044,neptune before,2
101044,sabine emotion,2
101044,pardon thomas,5
101044,master nobody,6
101044,liquid baggage,3
101044,logic channel,6
101044,lexicon ingrid,9
101044,motel marvin,7
101044,zero nikita,2
101044,glass alpine,5
101044,july miami,2
101044,aztec iris,2
101044,segment meter,7
101044,asia jacket,4
101044,alien potato,7
101044,parody athena,3
101044,shannon resume,6
101044,torso cricket,3
101044,tower fantasy,7
101044,ninja saga,2
101044,mercy chaos,7
101044,medusa cuba,5
101044,theory france,5
101044,alaska basil,7
101044,percent edison,5
101044,leonid antenna,4
101044,tunnel nerve,5
101044,reverse royal,2
101044,plume cowboy,10
101044,moment seminar,6
101044,ventura next,6
101044,alcohol future,2
101044,gelatin prime,6
101044,betty today,1
101044,solid express,8
101049,spray karma,2
101049,stella micro,6
101049,balance hostel,9
101049,volume pasta,2
101049,gossip cotton,5
101049,fresh shave,3
101049,siren junior,2
101049,sheriff java,4
101049,update vibrate,5
101049,rider shine,7
101049,tarzan juliet,0
101049,textile strange,3
101049,epoxy insect,10
101049,bronze sweden,7
101049,scale phone,6
101049,telecom pluto,5
101049,season arthur,9
101049,boston house,4
101049,frozen command,3
101049,silk gizmo,5
101049,saint texas,8
101049,daniel global,2
101049,invent topic,1
101049,alice ticket,9
101049,choice copy,2
101049,pegasus respond,3
101049,sabine emotion,7
101049,pardon thomas,5
101049,liquid baggage,2
101049,senator ozone,8
101049,lexicon ingrid,9
101049,vodka bahama,7
101049,salon pulse,3
101049,glass alpine,3
101049,july miami,5
101049,aztec iris,5
101049,asia jacket,1
101049,alien potato,7
101049,parody athena,3
101049,shannon resume,4
101049,torso cricket,8
101049,tower fantasy,1
101049,stop door,9
101049,alaska basil,6
101049,percent edison,7
101049,comedy clean,5
101049,tunnel nerve,4
101049,reverse royal,1
101049,plume cowboy,1
101049,henry distant,9
101049,moment seminar,2
101049,ventura next,5
101049,alcohol future,7
101053,nurse october,3
101053,helena poncho,4
101053,sushi import,8
101053,stella micro,2
101053,balance hostel,6
101053,volume pasta,4
101053,mineral barcode,1
101053,fresh shave,3
101053,cinema complex,6
101053,siren junior,8
101053,harbor moral,3
101053,flame street,2
101053,vampire teacher,1
101053,diesel jason,1
101053,rider shine,7
101053,turtle pierre,1
101053,textile strange,2
101053,provide flex,2
101053,bronze sweden,6
101053,scale phone,5
101053,telecom pluto,6
101053,season arthur,8
101053,boston house,8
101053,frozen command,2
101053,lesson switch,4
101053,saint texas,2
101053,daniel global,7
101053,invent topic,6
101053,similar malta,1
101053,loyal jungle,3
101053,trivial neon,7
101053,tuna relax,6
101053,logic channel,7
101053,lexicon ingrid,8
101053,glass alpine,3
101053,july miami,2
101053,aztec iris,2
101053,segment meter,7
101053,parody athena,6
101053,shannon resume,6
101053,judge sunday,9
101053,ninja saga,3
101053,theory france,4
101053,alaska basil,6
101053,silver plate,2
101053,leonid antenna,5
101053,tunnel nerve,3
101053,serial organic,7
101053,reverse royal,5
101053,henry distant,2
101053,ventura next,6
101053,gelatin prime,6
101053,betty today,1
101053,solid express,9
101055,spray karma,4
101055,nurse october,5
101055,helena poncho,9
101055,gossip cotton,5
101055,fresh shave,4
101055,cinema complex,3
101055,north speed,7
101055,sheriff java,9
101055,harbor moral,5
101055,flame street,4
101055,vampire teacher,5
101055,diploma vocal,3
101055,rider shine,8
101055,tarzan juliet,6
101055,hand inca,9
101055,bundle forget,8
101055,epoxy insect,6
101055,bronze sweden,7
101055,cockpit circle,8
101055,silk gizmo,8
101055,cairo monarch,2
101055,daniel global,8
101055,invent topic,6
101055,fractal heart,7
101055,alice ticket,4
101055,neptune before,4
101055,sabine emotion,6
101055,pardon thomas,4
101055,loyal jungle,7
101055,master nobody,4
101055,trivial neon,5
101055,liquid baggage,3
101055,senator ozone,4
101055,office triton,7
101055,motel marvin,7
101055,vodka bahama,4
101055,aztec iris,3
101055,segment meter,6
101055,parody athena,1
101055,shannon resume,6
101055,judge sunday,5
101055,torso cricket,8
101055,medusa cuba,4
101055,stop door,3
101055,percent edison,6
101055,comedy clean,5
101055,tunnel nerve,7
101055,plume cowboy,8
101055,ventura next,6
101055,alcohol future,3
101055,gelatin prime,5
101055,betty today,2
101055,solid express,5
101056,spray karma,4
101056,nurse october,4
101056,sushi import,5
101056,fresh shave,5
101056,north speed,4
101056,vampire teacher,6
101056,cipher empty,6
101056,kermit desert,4
101056,diploma vocal,4
101056,tarzan juliet,5
101056,hand inca,6
101056,provide flex,8
101056,scale phone,5
101056,boston house,4
101056,explain heaven,3
101056,frozen command,5
101056,cairo monarch,4
101056,saint texas,5
101056,invent topic,6
101056,fractal heart,5
101056,alice ticket,6
101056,choice copy,5
101056,neptune before,5
101056,sabine emotion,6
101056,pardon thomas,5
101056,master nobody,7
101056,trivial neon,7
101056,liquid baggage,7
101056,tuna relax,4
101056,senator ozone,5
101056,good info,4
101056,lexicon ingrid,5
101056,vodka bahama,5
101056,glass alpine,5
101056,july miami,4
101056,degree forever,5
101056,aztec iris,5
101056,asia jacket,6
101056,alien potato,4
101056,parody athena,6
101056,shannon resume,6
101056,tower fantasy,6
101056,stop door,4
101056,theory france,6
101056,percent edison,4
101056,tunnel nerve,5
101056,serial organic,5
101056,reverse royal,6
101056,plume cowboy,5
101056,henry distant,3
101056,moment seminar,5
101056,betty today,6
101062,nurse october,6
101062,diana chariot,4
101062,mineral barcode,5
101062,fresh shave,4
101062,cinema complex,6
101062,siren junior,5
101062,harbor moral,5
101062,update vibrate,3
101062,kermit desert,7
101062,diploma vocal,7
101062,tarzan juliet,3
101062,hand inca,4
101062,bundle forget,7
101062,turtle pierre,7
101062,textile strange,5
101062,provide flex,2
101062,bronze sweden,4
101062,cockpit circle,4
101062,boston house,6
101062,explain heaven,8
101062,lesson switch,8
101062,daniel global,5
101062,fractal heart,5
101062,alice ticket,4
101062,trivial neon,2
101062,liquid baggage,2
101062,senator ozone,5
101062,salon pulse,4
101062,glass alpine,4
101062,july miami,7
101062,asia jacket,4
101062,judge sunday,5
101062,tower fantasy,3
101062,ninja saga,2
101062,mercy chaos,4
101062,stop door,8
101062,alaska basil,5
101062,leonid antenna,4
101062,comedy clean,7
101062,serial organic,6
101062,reverse royal,2
101062,moment seminar,5
101062,alcohol future,7
101062,betty today,3
101062,solid express,4
101072,spray karma,3
101072,nurse october,9
101072,helena poncho,9
101072,sushi import,4
101072,volume pasta,1
101072,flame street,2
101072,vampire teacher,4
101072,update vibrate,5
101072,cipher empty,4
101072,kermit desert,8
101072,hand inca,6
101072,turtle pierre,10
101072,textile strange,2
101072,bronze sweden,7
101072,cockpit circle,5
101072,frozen command,2
101072,silk gizmo,3
101072,saint texas,9
101072,alice ticket,9
101072,similar malta,5
101072,pardon thomas,6
101072,loyal jungle,9
101072,master nobody,0
101072,liquid baggage,2
101072,tuna relax,9
101072,senator ozone,9
101072,lexicon ingrid,9
101072,segment meter,9
101072,asia jacket,1
101072,parody athena,3
101072,shannon resume,4
101072,torso cricket,9
101072,mercy chaos,5
101072,stop door,9
101072,theory france,3
101072,alaska basil,6
101072,silver plate,6
101072,percent edison,7
101072,leonid antenna,2
101072,comedy clean,5
101072,serial organic,7
101072,plume cowboy,1
101072,moment seminar,2
101072,ventura next,5
101072,alcohol future,8
101081,sushi import,9
101081,stella micro,1
101081,diana chariot,4
101081,cinema complex,3
101081,siren junior,8
101081,sheriff java,7
101081,harbor moral,3
101081,flame street,2
101081,vampire teacher,1
101081,update vibrate,2
101081,diploma vocal,4
101081,diesel jason,2
101081,hand inca,9
101081,bronze sweden,7
101081,cockpit circle,10
101081,season arthur,8
101081,boston house,9
101081,explain heaven,9
101081,frozen command,3
101081,cairo monarch,1
101081,alice ticket,2
101081,pegasus respond,3
101081,pardon thomas,3
101081,master nobody,6
101081,trivial neon,6
101081,liquid baggage,3
101081,tuna relax,5
101081,senator ozone,5
101081,good info,5
101081,lexicon ingrid,9
101081,motel marvin,8
101081,vodka bahama,7
101081,salon pulse,3
101081,zero nikita,3
101081,degree forever,5
101081,segment meter,8
101081,asia jacket,4
101081,alien potato,8
101081,parody athena,1
101081,shannon resume,6
101081,judge sunday,8
101081,torso cricket,6
101081,ninja saga,1
101081,mercy chaos,8
101081,medusa cuba,3
101081,alaska basil,8
101081,silver plate,1
101081,percent edison,5
101081,comedy clean,5
101081,reverse royal,1
101081,henry distant,1
101081,ventura next,4
101081,alcohol future,2
101081,gelatin prime,4
101081,betty today,1
101081,solid express,8
101083,spray karma,9
101083,helena poncho,4
101083,diana chariot,8
101083,fresh shave,1
101083,north speed,8
101083,sheriff java,6
101083,harbor moral,0
101083,flame street,3
101083,vampire teacher,6
101083,update vibrate,8
101083,cipher empty,1
101083,rider shine,7
101083,bundle forget,4
101083,turtle pierre,4
101083,textile strange,3
101083,epoxy insect,1
101083,season arthur,3
101083,boston house,2
101083,frozen command,10
101083,lesson switch,3
101083,saint texas,1
101083,invent topic,0
101083,fractal heart,0
101083,alice ticket,10
101083,choice copy,1
101083,pegasus respond,6
101083,pardon thomas,3
101083,loyal jungle,8
101083,master nobody,3
101083,trivial neon,1
101083,liquid baggage,8
101083,senator ozone,7
101083,good info,6
101083,logic channel,1
101083,office triton,3
101083,lexicon ingrid,3
101083,motel marvin,7
101083,vodka bahama,1
101083,zero nikita,6
101083,glass alpine,9
101083,segment meter,7
101083,torso cricket,9
101083,mercy chaos,5
101083,stop door,6
101083,theory france,7
101083,silver plate,1
101083,leonid antenna,4
101083,tunnel nerve,5
101083,serial organic,1
101083,reverse royal,9
101083,henry distant,8
101083,moment seminar,1
101083,ventura next,6
101083,alcohol future,4
101090,nurse october,6
101090,helena poncho,7
101090,mineral barcode,2
101090,siren junior,4
101090,sheriff java,5
101090,vampire teacher,6
101090,kermit desert,5
101090,rider shine,5
101090,tarzan juliet,2
101090,bundle forget,5
101090,textile strange,4
101090,epoxy insect,7
101090,provide flex,6
101090,scale phone,6
101090,season arthur,7
101090,explain heaven,3
101090,frozen command,4
101090,silk gizmo,5
101090,lesson switch,5
101090,saint texas,7
101090,daniel global,3
101090,invent topic,2
